Codigo IATA,Descripcion del codigo,Estado ,Aniomes,Tipo Combustible,Litros de combustible suministrado,Servicios realizados
CEN,Ciudad Obregon,Sonora,201504,Gasavion,75766,167
CJS,Ciudad Juarez,Chihuahua,201504,Gasavion,4249,28
CME,Ciudad Del Carmen,Campeche,201504,Gasavion,3103,15
CLQ,Colima,Colima,201504,Gasavion,39404,64
CPE,Campeche,Campeche,201504,Gasavion,4720,30
CTM,Chetumal,Quintana Roo,201504,Gasavion,16904,76
CUL,Culiacan,Sinaloa,201504,Gasavion,252124,713
CUN,Cancun,Quintana Roo,201504,Gasavion,16217,75
CUU,Chihuahua,Chihuahua,201504,Gasavion,167274,334
CVJ,Cuernavaca,Morelos,201504,Gasavion,33983,428
CVM,Ciudad Victoria,Tamaulipas,201504,Gasavion,14169,79
CZM,Cozumel,Quintana Roo,201504,Gasavion,31746,177
DGO,Durango,Durango,201504,Gasavion,58089,345
GDL,Guadalajara,Jalisco,201504,Gasavion,122241,507
GYM,Guaymas,Sonora,201504,Gasavion,37315,152
HMO,Hermosillo,Sonora,201504,Gasavion,103624,438
HUX,Huatulco,Oaxaca,201504,Gasavion,1821,11
LAP,La Paz,Baja California Sur,201504,Gasavion,49285,83
LMM,Los Mochis,Sinaloa,201504,Gasavion,68693,155
LTO,Loreto,Baja California Sur,201504,Gasavion,32679,87
LZC,Lazaro Cardenas,Michoacan,201504,Gasavion,145,4
MAM,Matamoros,Tamaulipas,201504,Gasavion,942,6
MEX,Mexico,Distrito Federal,201504,Gasavion,20154,4
MID,Merida,Yucatan,201504,Gasavion,27250,173
MLM,Morelia,Michoacan,201504,Gasavion,8834,56
MTT,Minatitlan,Veracruz,201504,Gasavion,4440,29
MTY,Monterrey,Nuevo Leon,201504,Gasavion,93754,13
MXL,Mexicali,Baja California,201504,Gasavion,44143,69
MZT,Mazatlan,Sinaloa,201504,Gasavion,137758,75
NLD,Nuevo Laredo,Tamaulipas,201504,Gasavion,2032,13
NOG,Nogales,Sonora,201504,Gasavion,24907,52
OAX,Oaxaca,Oaxaca,201504,Gasavion,8896,86
PAZ,Poza Rica,Veracruz,201504,Gasavion,3981,27
PBC,Puebla,Puebla,201504,Gasavion,27745,267
PCA,Pachuca,Hidalgo,201504,Gasavion,8884,45
PPE,Puerto Penasco,Sonora,201504,Gasavion,20775,66
PQM,Palenque,Chiapas,201504,Gasavion,0,0
PVR,Puerto Vallarta,Jalisco,201504,Gasavion,25054,130
PXM,Puerto Escondido,Oaxaca,201504,Gasavion,8537,81
QRO,Queretaro,Queretaro,201504,Gasavion,30033,212
REX,Reynosa,Tamaulipas,201504,Gasavion,46343,56
SJD,San Jose Del Cabo,Baja California Sur,201504,Gasavion,13766,16
SLP,San Luis Potosi,San Luis Potosi,201504,Gasavion,15320,66
TAM,Tampico,Tamaulipas,201504,Gasavion,22829,135
TAP,Tapachula,Chiapas,201504,Gasavion,151010,154
TCN,Tehuacan,Puebla,201504,Gasavion,2874,23
TGZ,Tuxtla Gutierrez,Chiapas,201504,Gasavion,17832,67
TIJ,Tijuana,Baja California,201504,Gasavion,25481,125
TLC,Toluca,Estado De Mexico,201504,Gasavion,41757,290
TSL,Tamuin,San Luis Potosi,201504,Gasavion,6187,16
TPQ,Tepic,Nayarit,201504,Gasavion,15444,57
TRC,Torreon,Coahuila,201504,Gasavion,14126,79
UPN,Uruapan,Michoacan,201504,Gasavion,18556,85
VER,Veracruz,Veracruz,201504,Gasavion,26045,164
VSA,Villahermosa,Tabasco,201504,Gasavion,56979,69
ZCL,Zacatecas,Zacatecas,201504,Gasavion,5999,30
ZIH,Zihuatanejo,Guerrero,201504,Gasavion,15069,79
ZLO,Manzanillo,Colima,201504,Gasavion,22309,33
ACA,Acapulco,Guerrero,201505,Turbosina,1647399,676
AGU,Aguascalientes,Aguascalientes,201505,Turbosina,1703544,523
BJX,El Bajio,Guanajuato,201505,Turbosina,4185613,1152
CEN,Ciudad Obregon,Sonora,201505,Turbosina,679581,269
CJS,Ciudad Juarez,Chihuahua,201505,Turbosina,1740859,418
CME,Ciudad Del Carmen,Campeche,201505,Turbosina,2693424,739
CLQ,Colima,Colima,201505,Turbosina,333352,160
CPE,Campeche,Campeche,201505,Turbosina,664578,218
CTM,Chetumal,Quintana Roo,201505,Turbosina,463999,108
CUL,Culiacan,Sinaloa,201505,Turbosina,3413204,867
CUN,Cancun,Quintana Roo,201505,Turbosina,63042970,6304
CUU,Chihuahua,Chihuahua,201505,Turbosina,2900249,876
CVJ,Cuernavaca,Morelos,201505,Turbosina,112708,127
CVM,Ciudad Victoria,Tamaulipas,201505,Turbosina,206609,207
CZM,Cozumel,Quintana Roo,201505,Turbosina,1324163,389
DGO,Durango,Durango,201505,Turbosina,687179,346
GDL,Guadalajara,Jalisco,201505,Turbosina,24646621,4165
GYM,Guaymas,Sonora,201505,Turbosina,58929,49
HMO,Hermosillo,Sonora,201505,Turbosina,3446238,1084
HUX,Huatulco,Oaxaca,201505,Turbosina,1185753,250
LAP,La Paz,Baja California Sur,201505,Turbosina,2005014,545
LMM,Los Mochis,Sinaloa,201505,Turbosina,964893,316
LTO,Loreto,Baja California Sur,201505,Turbosina,146188,98
LZC,Lazaro Cardenas,Michoacan,201505,Turbosina,63389,70
MAM,Matamoros,Tamaulipas,201505,Turbosina,359259,321
MEX,Mexico,Distrito Federal,201505,Turbosina,131358527,18156
MID,Merida,Yucatan,201505,Turbosina,4396986,1003
MLM,Morelia,Michoacan,201505,Turbosina,1620834,460
MTT,Minatitlan,Veracruz,201505,Turbosina,644634,266
MTY,Monterrey,Nuevo Leon,201505,Turbosina,18164676,4828
MXL,Mexicali,Baja California,201505,Turbosina,1769006,332
MZT,Mazatlan,Sinaloa,201505,Turbosina,1770585,508
NLD,Nuevo Laredo,Tamaulipas,201505,Turbosina,187187,87
NOG,Nogales,Sonora,201505,Turbosina,17646,23
OAX,Oaxaca,Oaxaca,201505,Turbosina,1499203,536
PAZ,Poza Rica,Veracruz,201505,Turbosina,165467,241
PBC,Puebla,Puebla,201505,Turbosina,1105906,419
PCA,Pachuca,Hidalgo,201505,Turbosina,28833,25
PPE,Puerto Penasco,Sonora,201505,Turbosina,28076,44
PQM,Palenque,Chiapas,201505,Turbosina,54124,21
PVR,Puerto Vallarta,Jalisco,201505,Turbosina,7427236,1147
PXM,Puerto Escondido,Oaxaca,201505,Turbosina,272849,93
QRO,Queretaro,Queretaro,201505,Turbosina,2470028,866
REX,Reynosa,Tamaulipas,201505,Turbosina,1086952,376
SJD,San Jose Del Cabo,Baja California Sur,201505,Turbosina,10292543,1725
SLP,San Luis Potosi,San Luis Potosi,201505,Turbosina,1480676,800
TAM,Tampico,Tamaulipas,201505,Turbosina,1044701,533
TAP,Tapachula,Chiapas,201505,Turbosina,823243,233
TCN,Tehuacan,Puebla,201505,Turbosina,20399,26
TGZ,Tuxtla Gutierrez,Chiapas,201505,Turbosina,2487543,548
TIJ,Tijuana,Baja California,201505,Turbosina,14301298,1820
TLC,Toluca,Estado De Mexico,201505,Turbosina,6101537,2589
TSL,Tamuin,San Luis Potosi,201505,Turbosina,11812,20
TPQ,Tepic,Nayarit,201505,Turbosina,308564,154
TRC,Torreon,Coahuila,201505,Turbosina,1268836,535
UPN,Uruapan,Michoacan,201505,Turbosina,352052,109
VER,Veracruz,Veracruz,201505,Turbosina,2444932,1109
VSA,Villahermosa,Tabasco,201505,Turbosina,3315667,845
ZCL,Zacatecas,Zacatecas,201505,Turbosina,899011,313
ZIH,Zihuatanejo,Guerrero,201505,Turbosina,746223,267
ZLO,Manzanillo,Colima,201505,Turbosina,506771,256
ACA,Acapulco,Guerrero,201505,Gasavion,31640,449
AGU,Aguascalientes,Aguascalientes,201505,Gasavion,15236,84
BJX,El Bajio,Guanajuato,201505,Gasavion,14910,73
CEN,Ciudad Obregon,Sonora,201505,Gasavion,46227,125
CJS,Ciudad Juarez,Chihuahua,201505,Gasavion,5250,27
CME,Ciudad Del Carmen,Campeche,201505,Gasavion,5469,22
CLQ,Colima,Colima,201505,Gasavion,48452,90
CPE,Campeche,Campeche,201505,Gasavion,6915,35
CTM,Chetumal,Quintana Roo,201505,Gasavion,13810,56
CUL,Culiacan,Sinaloa,201505,Gasavion,273419,703
CUN,Cancun,Quintana Roo,201505,Gasavion,18017,83
CUU,Chihuahua,Chihuahua,201505,Gasavion,145826,354
CVJ,Cuernavaca,Morelos,201505,Gasavion,40917,488
CVM,Ciudad Victoria,Tamaulipas,201505,Gasavion,15986,73
CZM,Cozumel,Quintana Roo,201505,Gasavion,23221,124
DGO,Durango,Durango,201505,Gasavion,44835,273
GDL,Guadalajara,Jalisco,201505,Gasavion,119742,558
GYM,Guaymas,Sonora,201505,Gasavion,39508,137
HMO,Hermosillo,Sonora,201505,Gasavion,104939,495
HUX,Huatulco,Oaxaca,201505,Gasavion,3377,20
LAP,La Paz,Baja California Sur,201505,Gasavion,46148,73
LMM,Los Mochis,Sinaloa,201505,Gasavion,100105,206
LTO,Loreto,Baja California Sur,201505,Gasavion,14097,61
LZC,Lazaro Cardenas,Michoacan,201505,Gasavion,413,3
MAM,Matamoros,Tamaulipas,201505,Gasavion,1721,13
MEX,Mexico,Distrito Federal,201505,Gasavion,29963,3
MID,Merida,Yucatan,201505,Gasavion,30111,206
MLM,Morelia,Michoacan,201505,Gasavion,9497,68
MTT,Minatitlan,Veracruz,201505,Gasavion,1841,16
MTY,Monterrey,Nuevo Leon,201505,Gasavion,66552,14
MXL,Mexicali,Baja California,201505,Gasavion,25563,71
MZT,Mazatlan,Sinaloa,201505,Gasavion,287667,68
NLD,Nuevo Laredo,Tamaulipas,201505,Gasavion,454,3
NOG,Nogales,Sonora,201505,Gasavion,23332,40
OAX,Oaxaca,Oaxaca,201505,Gasavion,10456,91
PAZ,Poza Rica,Veracruz,201505,Gasavion,2138,16
PBC,Puebla,Puebla,201505,Gasavion,21513,242
PCA,Pachuca,Hidalgo,201505,Gasavion,5010,27
PPE,Puerto Penasco,Sonora,201505,Gasavion,23156,74
PQM,Palenque,Chiapas,201505,Gasavion,818,6
PVR,Puerto Vallarta,Jalisco,201505,Gasavion,19019,68
PXM,Puerto Escondido,Oaxaca,201505,Gasavion,4964,53
QRO,Queretaro,Queretaro,201505,Gasavion,36315,304
REX,Reynosa,Tamaulipas,201505,Gasavion,61932,64
SJD,San Jose Del Cabo,Baja California Sur,201505,Gasavion,8010,6
SLP,San Luis Potosi,San Luis Potosi,201505,Gasavion,14612,79
TAM,Tampico,Tamaulipas,201505,Gasavion,26135,122
TAP,Tapachula,Chiapas,201505,Gasavion,132529,161
TCN,Tehuacan,Puebla,201505,Gasavion,3618,34
TGZ,Tuxtla Gutierrez,Chiapas,201505,Gasavion,16631,82
TIJ,Tijuana,Baja California,201505,Gasavion,39925,117
TLC,Toluca,Estado De Mexico,201505,Gasavion,40710,299
TSL,Tamuin,San Luis Potosi,201505,Gasavion,6447,16
TPQ,Tepic,Nayarit,201505,Gasavion,17497,88
TRC,Torreon,Coahuila,201505,Gasavion,24066,98
UPN,Uruapan,Michoacan,201505,Gasavion,12683,90
VER,Veracruz,Veracruz,201505,Gasavion,23087,158
VSA,Villahermosa,Tabasco,201505,Gasavion,50949,54
ZCL,Zacatecas,Zacatecas,201505,Gasavion,7214,36
ZIH,Zihuatanejo,Guerrero,201505,Gasavion,7159,62
ZLO,Manzanillo,Colima,201505,Gasavion,63488,28
ACA,Acapulco,Guerrero,201506,Turbosina,1390608,537
AGU,Aguascalientes,Aguascalientes,201506,Turbosina,1655682,497
BJX,El Bajio,Guanajuato,201506,Turbosina,4460166,1158
CEN,Ciudad Obregon,Sonora,201506,Turbosina,698106,255
CJS,Ciudad Juarez,Chihuahua,201506,Turbosina,1813326,449
CME,Ciudad Del Carmen,Campeche,201506,Turbosina,2460643,660
CLQ,Colima,Colima,201506,Turbosina,339991,157
CPE,Campeche,Campeche,201506,Turbosina,559944,177
CTM,Chetumal,Quintana Roo,201506,Turbosina,426444,117
CUL,Culiacan,Sinaloa,201506,Turbosina,3208367,841
CUN,Cancun,Quintana Roo,201506,Turbosina,61511065,6063
CUU,Chihuahua,Chihuahua,201506,Turbosina,3089031,936
CVJ,Cuernavaca,Morelos,201506,Turbosina,83464,86
CVM,Ciudad Victoria,Tamaulipas,201506,Turbosina,246098,201
CZM,Cozumel,Quintana Roo,201506,Turbosina,1284220,352
DGO,Durango,Durango,201506,Turbosina,699036,357
GDL,Guadalajara,Jalisco,201506,Turbosina,24644787,4359
GYM,Guaymas,Sonora,201506,Turbosina,36048,48
HMO,Hermosillo,Sonora,201506,Turbosina,3576545,1043
HUX,Huatulco,Oaxaca,201506,Turbosina,904272,220
LAP,La Paz,Baja California Sur,201506,Turbosina,1751487,489
LMM,Los Mochis,Sinaloa,201506,Turbosina,877821,290
LTO,Loreto,Baja California Sur,201506,Turbosina,118218,73
LZC,Lazaro Cardenas,Michoacan,201506,Turbosina,67414,79
MAM,Matamoros,Tamaulipas,201506,Turbosina,315360,257
MEX,Mexico,Distrito Federal,201506,Turbosina,126822590,17566
MID,Merida,Yucatan,201506,Turbosina,4118339,953
MLM,Morelia,Michoacan,201506,Turbosina,1706408,424
MTT,Minatitlan,Veracruz,201506,Turbosina,666743,259
MTY,Monterrey,Nuevo Leon,201506,Turbosina,18581525,4787
MXL,Mexicali,Baja California,201506,Turbosina,2000508,333
MZT,Mazatlan,Sinaloa,201506,Turbosina,1516103,487
NLD,Nuevo Laredo,Tamaulipas,201506,Turbosina,180281,83
NOG,Nogales,Sonora,201506,Turbosina,6721,15
OAX,Oaxaca,Oaxaca,201506,Turbosina,1645828,607
PAZ,Poza Rica,Veracruz,201506,Turbosina,171067,269
PBC,Puebla,Puebla,201506,Turbosina,1054228,421
PCA,Pachuca,Hidalgo,201506,Turbosina,20083,30
PPE,Puerto Penasco,Sonora,201506,Turbosina,13229,31
PQM,Palenque,Chiapas,201506,Turbosina,93595,31
PVR,Puerto Vallarta,Jalisco,201506,Turbosina,6723685,1099
PXM,Puerto Escondido,Oaxaca,201506,Turbosina,222242,85
QRO,Queretaro,Queretaro,201506,Turbosina,2594641,850
REX,Reynosa,Tamaulipas,201506,Turbosina,1186483,383
SJD,San Jose Del Cabo,Baja California Sur,201506,Turbosina,9209461,1630
SLP,San Luis Potosi,San Luis Potosi,201506,Turbosina,1414100,740
TAM,Tampico,Tamaulipas,201506,Turbosina,1064738,557
TAP,Tapachula,Chiapas,201506,Turbosina,646043,183
TCN,Tehuacan,Puebla,201506,Turbosina,13990,25
TGZ,Tuxtla Gutierrez,Chiapas,201506,Turbosina,2395273,558
TIJ,Tijuana,Baja California,201506,Turbosina,15701856,1897
TLC,Toluca,Estado De Mexico,201506,Turbosina,5903579,2384
TSL,Tamuin,San Luis Potosi,201506,Turbosina,7532,10
TPQ,Tepic,Nayarit,201506,Turbosina,309726,145
TRC,Torreon,Coahuila,201506,Turbosina,1214799,519
UPN,Uruapan,Michoacan,201506,Turbosina,356815,82
VER,Veracruz,Veracruz,201506,Turbosina,2001300,957
VSA,Villahermosa,Tabasco,201506,Turbosina,3095529,850
ZCL,Zacatecas,Zacatecas,201506,Turbosina,995647,359
ZIH,Zihuatanejo,Guerrero,201506,Turbosina,547090,212
ZLO,Manzanillo,Colima,201506,Turbosina,301694,159
ACA,Acapulco,Guerrero,201506,Gasavion,27192,396
AGU,Aguascalientes,Aguascalientes,201506,Gasavion,9633,53
BJX,El Bajio,Guanajuato,201506,Gasavion,13502,63
CEN,Ciudad Obregon,Sonora,201506,Gasavion,36257,115
CJS,Ciudad Juarez,Chihuahua,201506,Gasavion,4439,25
CME,Ciudad Del Carmen,Campeche,201506,Gasavion,4177,18
CLQ,Colima,Colima,201506,Gasavion,47601,83
CPE,Campeche,Campeche,201506,Gasavion,3035,22
CTM,Chetumal,Quintana Roo,201506,Gasavion,6708,34
CUL,Culiacan,Sinaloa,201506,Gasavion,206307,624
CUN,Cancun,Quintana Roo,201506,Gasavion,14120,62
CUU,Chihuahua,Chihuahua,201506,Gasavion,131391,301
CVJ,Cuernavaca,Morelos,201506,Gasavion,35905,481
CVM,Ciudad Victoria,Tamaulipas,201506,Gasavion,15721,69
CZM,Cozumel,Quintana Roo,201506,Gasavion,16671,102
DGO,Durango,Durango,201506,Gasavion,52247,302
GDL,Guadalajara,Jalisco,201506,Gasavion,135668,542
GYM,Guaymas,Sonora,201506,Gasavion,29781,121
HMO,Hermosillo,Sonora,201506,Gasavion,87372,424
HUX,Huatulco,Oaxaca,201506,Gasavion,1492,7
LAP,La Paz,Baja California Sur,201506,Gasavion,47598,86
LMM,Los Mochis,Sinaloa,201506,Gasavion,59388,161
LTO,Loreto,Baja California Sur,201506,Gasavion,8332,48
LZC,Lazaro Cardenas,Michoacan,201506,Gasavion,470,8
MAM,Matamoros,Tamaulipas,201506,Gasavion,1369,7
MEX,Mexico,Distrito Federal,201506,Gasavion,26638,3
MID,Merida,Yucatan,201506,Gasavion,39702,163
MLM,Morelia,Michoacan,201506,Gasavion,7616,49
MTT,Minatitlan,Veracruz,201506,Gasavion,1401,8
MTY,Monterrey,Nuevo Leon,201506,Gasavion,128125,13
MXL,Mexicali,Baja California,201506,Gasavion,51255,92
MZT,Mazatlan,Sinaloa,201506,Gasavion,77143,46
NLD,Nuevo Laredo,Tamaulipas,201506,Gasavion,2047,8
NOG,Nogales,Sonora,201506,Gasavion,11633,37
OAX,Oaxaca,Oaxaca,201506,Gasavion,7191,61
PAZ,Poza Rica,Veracruz,201506,Gasavion,2904,19
PBC,Puebla,Puebla,201506,Gasavion,22714,227
PCA,Pachuca,Hidalgo,201506,Gasavion,6775,39
PPE,Puerto Penasco,Sonora,201506,Gasavion,18132,56
PQM,Palenque,Chiapas,201506,Gasavion,4026,24
PVR,Puerto Vallarta,Jalisco,201506,Gasavion,14719,37
PXM,Puerto Escondido,Oaxaca,201506,Gasavion,4225,49
QRO,Queretaro,Queretaro,201506,Gasavion,33501,255
REX,Reynosa,Tamaulipas,201506,Gasavion,28847,49
SJD,San Jose Del Cabo,Baja California Sur,201506,Gasavion,4802,6
SLP,San Luis Potosi,San Luis Potosi,201506,Gasavion,14524,69
TAM,Tampico,Tamaulipas,201506,Gasavion,25597,147
TAP,Tapachula,Chiapas,201506,Gasavion,132072,150
TCN,Tehuacan,Puebla,201506,Gasavion,3334,25
TGZ,Tuxtla Gutierrez,Chiapas,201506,Gasavion,7468,41
TIJ,Tijuana,Baja California,201506,Gasavion,35306,160
TLC,Toluca,Estado De Mexico,201506,Gasavion,47804,331
TSL,Tamuin,San Luis Potosi,201506,Gasavion,2810,13
TPQ,Tepic,Nayarit,201506,Gasavion,12000,54
TRC,Torreon,Coahuila,201506,Gasavion,47464,118
UPN,Uruapan,Michoacan,201506,Gasavion,16140,85
VER,Veracruz,Veracruz,201506,Gasavion,26922,197
VSA,Villahermosa,Tabasco,201506,Gasavion,70360,60
ZCL,Zacatecas,Zacatecas,201506,Gasavion,5222,27
ZIH,Zihuatanejo,Guerrero,201506,Gasavion,5691,46
ZLO,Manzanillo,Colima,201506,Gasavion,92196,28
ACA,Acapulco,Guerrero,201507,Turbosina,1571060,621
AGU,Aguascalientes,Aguascalientes,201507,Turbosina,1842562,555
BJX,El Bajio,Guanajuato,201507,Turbosina,4912573,1264
CEN,Ciudad Obregon,Sonora,201507,Turbosina,740157,247
CJS,Ciudad Juarez,Chihuahua,201507,Turbosina,2290624,511
CME,Ciudad Del Carmen,Campeche,201507,Turbosina,2382108,633
CLQ,Colima,Colima,201507,Turbosina,342183,164
CPE,Campeche,Campeche,201507,Turbosina,656697,215
CTM,Chetumal,Quintana Roo,201507,Turbosina,448812,163
CUL,Culiacan,Sinaloa,201507,Turbosina,3177607,870
CUN,Cancun,Quintana Roo,201507,Turbosina,71973971,7046
CUU,Chihuahua,Chihuahua,201507,Turbosina,3666203,1073
CVJ,Cuernavaca,Morelos,201507,Turbosina,86725,94
CVM,Ciudad Victoria,Tamaulipas,201507,Turbosina,209478,212
CZM,Cozumel,Quintana Roo,201507,Turbosina,1312802,390
DGO,Durango,Durango,201507,Turbosina,774655,401
GDL,Guadalajara,Jalisco,201507,Turbosina,27366021,4794
GYM,Guaymas,Sonora,201507,Turbosina,32439,39
HMO,Hermosillo,Sonora,201507,Turbosina,3892520,1051
HUX,Huatulco,Oaxaca,201507,Turbosina,1091256,263
LAP,La Paz,Baja California Sur,201507,Turbosina,2115457,567
LMM,Los Mochis,Sinaloa,201507,Turbosina,1039496,266
LTO,Loreto,Baja California Sur,201507,Turbosina,113645,75
LZC,Lazaro Cardenas,Michoacan,201507,Turbosina,70218,83
MAM,Matamoros,Tamaulipas,201507,Turbosina,354552,266
MEX,Mexico,Distrito Federal,201507,Turbosina,137462271,18771
MID,Merida,Yucatan,201507,Turbosina,4435326,1050
MLM,Morelia,Michoacan,201507,Turbosina,1776154,424
MTT,Minatitlan,Veracruz,201507,Turbosina,610723,244
MTY,Monterrey,Nuevo Leon,201507,Turbosina,21873161,5276
MXL,Mexicali,Baja California,201507,Turbosina,2154846,314
MZT,Mazatlan,Sinaloa,201507,Turbosina,1877777,529
NLD,Nuevo Laredo,Tamaulipas,201507,Turbosina,246999,106
NOG,Nogales,Sonora,201507,Turbosina,14785,18
OAX,Oaxaca,Oaxaca,201507,Turbosina,1776149,661
PAZ,Poza Rica,Veracruz,201507,Turbosina,170731,256
PBC,Puebla,Puebla,201507,Turbosina,1079663,400
PCA,Pachuca,Hidalgo,201507,Turbosina,22912,24
PPE,Puerto Penasco,Sonora,201507,Turbosina,22716,32
PQM,Palenque,Chiapas,201507,Turbosina,57959,22
PVR,Puerto Vallarta,Jalisco,201507,Turbosina,7584906,1359
PXM,Puerto Escondido,Oaxaca,201507,Turbosina,382025,117
QRO,Queretaro,Queretaro,201507,Turbosina,2676110,855
REX,Reynosa,Tamaulipas,201507,Turbosina,1373190,383
SJD,San Jose Del Cabo,Baja California Sur,201507,Turbosina,9831690,1695
SLP,San Luis Potosi,San Luis Potosi,201507,Turbosina,1619458,791
TAM,Tampico,Tamaulipas,201507,Turbosina,1177485,604
TAP,Tapachula,Chiapas,201507,Turbosina,678063,189
TCN,Tehuacan,Puebla,201507,Turbosina,31133,34
TGZ,Tuxtla Gutierrez,Chiapas,201507,Turbosina,2500577,620
TIJ,Tijuana,Baja California,201507,Turbosina,17365894,2129
TLC,Toluca,Estado De Mexico,201507,Turbosina,5938915,2357
TSL,Tamuin,San Luis Potosi,201507,Turbosina,7307,16
TPQ,Tepic,Nayarit,201507,Turbosina,328172,158
TRC,Torreon,Coahuila,201507,Turbosina,1303382,490
UPN,Uruapan,Michoacan,201507,Turbosina,397273,106
VER,Veracruz,Veracruz,201507,Turbosina,2367631,1064
VSA,Villahermosa,Tabasco,201507,Turbosina,3177322,853
ZCL,Zacatecas,Zacatecas,201507,Turbosina,1084588,367
ZIH,Zihuatanejo,Guerrero,201507,Turbosina,768378,289
ZLO,Manzanillo,Colima,201507,Turbosina,321821,155
ACA,Acapulco,Guerrero,201507,Gasavion,34752,514
AGU,Aguascalientes,Aguascalientes,201507,Gasavion,8466,38
BJX,El Bajio,Guanajuato,201507,Gasavion,15152,61
CEN,Ciudad Obregon,Sonora,201507,Gasavion,47836,101
CJS,Ciudad Juarez,Chihuahua,201507,Gasavion,8521,26
CME,Ciudad Del Carmen,Campeche,201507,Gasavion,3457,20
CLQ,Colima,Colima,201507,Gasavion,52219,97
CPE,Campeche,Campeche,201507,Gasavion,3931,25
CTM,Chetumal,Quintana Roo,201507,Gasavion,9846,44
CUL,Culiacan,Sinaloa,201507,Gasavion,183354,582
CUN,Cancun,Quintana Roo,201507,Gasavion,17912,76
CUU,Chihuahua,Chihuahua,201507,Gasavion,182487,352
CVJ,Cuernavaca,Morelos,201507,Gasavion,41391,553
CVM,Ciudad Victoria,Tamaulipas,201507,Gasavion,12208,66
CZM,Cozumel,Quintana Roo,201507,Gasavion,20127,132
DGO,Durango,Durango,201507,Gasavion,59835,334
GDL,Guadalajara,Jalisco,201507,Gasavion,94475,552
GYM,Guaymas,Sonora,201507,Gasavion,35590,110
HMO,Hermosillo,Sonora,201507,Gasavion,72294,364
HUX,Huatulco,Oaxaca,201507,Gasavion,1005,11
LAP,La Paz,Baja California Sur,201507,Gasavion,46174,71
LMM,Los Mochis,Sinaloa,201507,Gasavion,43038,131
LTO,Loreto,Baja California Sur,201507,Gasavion,4266,21
LZC,Lazaro Cardenas,Michoacan,201507,Gasavion,536,5
MAM,Matamoros,Tamaulipas,201507,Gasavion,716,9
MEX,Mexico,Distrito Federal,201507,Gasavion,20000,2
MID,Merida,Yucatan,201507,Gasavion,22686,192
MLM,Morelia,Michoacan,201507,Gasavion,9601,66
MTT,Minatitlan,Veracruz,201507,Gasavion,3934,23
MTY,Monterrey,Nuevo Leon,201507,Gasavion,132467,12
MXL,Mexicali,Baja California,201507,Gasavion,38798,77
MZT,Mazatlan,Sinaloa,201507,Gasavion,208200,79
NLD,Nuevo Laredo,Tamaulipas,201507,Gasavion,1615,8
NOG,Nogales,Sonora,201507,Gasavion,22635,20
OAX,Oaxaca,Oaxaca,201507,Gasavion,11119,76
PAZ,Poza Rica,Veracruz,201507,Gasavion,3209,19
PBC,Puebla,Puebla,201507,Gasavion,23048,240
PCA,Pachuca,Hidalgo,201507,Gasavion,8893,51
PPE,Puerto Penasco,Sonora,201507,Gasavion,15862,49
PQM,Palenque,Chiapas,201507,Gasavion,3332,18
PVR,Puerto Vallarta,Jalisco,201507,Gasavion,19368,80
PXM,Puerto Escondido,Oaxaca,201507,Gasavion,5350,53
QRO,Queretaro,Queretaro,201507,Gasavion,32525,286
REX,Reynosa,Tamaulipas,201507,Gasavion,6908,65
SJD,San Jose Del Cabo,Baja California Sur,201507,Gasavion,7861,3
SLP,San Luis Potosi,San Luis Potosi,201507,Gasavion,18731,84
TAM,Tampico,Tamaulipas,201507,Gasavion,31057,178
TAP,Tapachula,Chiapas,201507,Gasavion,144313,152
TCN,Tehuacan,Puebla,201507,Gasavion,2317,28
TGZ,Tuxtla Gutierrez,Chiapas,201507,Gasavion,21809,46
TIJ,Tijuana,Baja California,201507,Gasavion,23745,184
TLC,Toluca,Estado De Mexico,201507,Gasavion,40215,280
TSL,Tamuin,San Luis Potosi,201507,Gasavion,12955,31
TPQ,Tepic,Nayarit,201507,Gasavion,6934,44
TRC,Torreon,Coahuila,201507,Gasavion,81403,147
UPN,Uruapan,Michoacan,201507,Gasavion,15969,80
VER,Veracruz,Veracruz,201507,Gasavion,50372,213
VSA,Villahermosa,Tabasco,201507,Gasavion,76048,69
ZCL,Zacatecas,Zacatecas,201507,Gasavion,9282,48
ZIH,Zihuatanejo,Guerrero,201507,Gasavion,6919,74
ZLO,Manzanillo,Colima,201507,Gasavion,24265,26
ACA,Acapulco,Guerrero,201508,Turbosina,1415418,587
AGU,Aguascalientes,Aguascalientes,201508,Turbosina,1839148,548
BJX,El Bajio,Guanajuato,201508,Turbosina,4920678,1303
CEN,Ciudad Obregon,Sonora,201508,Turbosina,742349,252
CJS,Ciudad Juarez,Chihuahua,201508,Turbosina,2156168,522
CME,Ciudad Del Carmen,Campeche,201508,Turbosina,2314224,614
CLQ,Colima,Colima,201508,Turbosina,351597,160
CPE,Campeche,Campeche,201508,Turbosina,606017,199
CTM,Chetumal,Quintana Roo,201508,Turbosina,482437,133
CUL,Culiacan,Sinaloa,201508,Turbosina,3421895,903
CUN,Cancun,Quintana Roo,201508,Turbosina,68726837,6509
CUU,Chihuahua,Chihuahua,201508,Turbosina,3309915,1031
CVJ,Cuernavaca,Morelos,201508,Turbosina,102975,102
CVM,Ciudad Victoria,Tamaulipas,201508,Turbosina,160451,197
